"Location","Treatment","Details","TrapID","Longitude","Latitude","TransplantDate","DispInstallDate","TrapInstallDate","AssessmentNumber","SamplingDate","nYSB","DaysOfCatch","DATI","DADI","DAT","mothsperday","DetailsF","PlaceF","logDaysOfCatch","DATscaled","SamplingDateC","numericDate","nYSB2"
"Gettusberg","T6","CGP",603,111.621352792978,-7.13621249599639,2023-09-04,NA,2023-09-08,6,2023-11-08,63,11,61,NA,65,5.72727272727273,"CGP","Gettusberg",2.39789527279837,0.488947345691524,"2023-11-08",87,78
"Gettusberg","T6","CGP",604,111.620353792978,-7.13627949599639,2023-09-04,NA,2023-09-08,6,2023-11-08,52,11,61,NA,65,4.72727272727273,"CGP","Gettusberg",2.39789527279837,0.488947345691524,"2023-11-08",87,66
"Jerberg","T3","trt C",301,111.602790990648,-7.23363413322164,2023-08-06,2023-08-13,2023-08-13,7,2023-10-22,6,10,70,70,77,0.6,"trt C","Jerberg",2.30258509299405,0.954478740962245,"2023-10-22",70,6
"Jerberg","T3","trt C",302,111.601875990648,-7.23329013322164,2023-08-06,2023-08-13,2023-08-13,7,2023-10-22,5,10,70,70,77,0.5,"trt C","Jerberg",2.30258509299405,0.954478740962245,"2023-10-22",70,5
"Jerberg","T3","trt C",303,111.601596990648,-7.23420813322164,2023-08-06,2023-08-13,2023-08-13,7,2023-10-22,6,10,70,70,77,0.6,"trt C","Jerberg",2.30258509299405,0.954478740962245,"2023-10-22",70,6
"Jerberg","T3","trt C",304,111.602450990648,-7.23449113322164,2023-08-06,2023-08-13,2023-08-13,7,2023-10-22,2,10,70,70,77,0.2,"trt C","Jerberg",2.30258509299405,0.954478740962245,"2023-10-22",70,2
"Jerberg","T6","CGP",601,111.602220990648,-7.24248113322164,2023-08-09,NA,2023-08-15,7,2023-10-24,59,9,70,NA,76,6.55555555555556,"CGP","Jerberg",2.19722457733622,0.915684458023018,"2023-10-24",72,61
"Jerberg","T6","CGP",602,111.601314990648,-7.24241313322164,2023-08-09,NA,2023-08-15,7,2023-10-24,37,9,70,NA,76,4.11111111111111,"CGP","Jerberg",2.19722457733622,0.915684458023018,"2023-10-24",72,43
"Jerberg","T6","CGP",603,111.601222990648,-7.24325113322164,2023-08-09,NA,2023-08-15,7,2023-10-24,28,9,70,NA,76,3.11111111111111,"CGP","Jerberg",2.19722457733622,0.915684458023018,"2023-10-24",72,28
"Jerberg","T6","CGP",604,111.602068990648,-7.24331513322164,2023-08-09,NA,2023-08-15,7,2023-10-24,32,9,70,NA,76,3.55555555555556,"CGP","Jerberg",2.19722457733622,0.915684458023018,"2023-10-24",72,39
"Sragen","T3","trt C",301,111.004190435157,-7.42176747192043,2023-08-12,2023-08-16,2023-08-17,7,2023-10-25,7,10,69,70,74,0.7,"trt C","Sragen",2.30258509299405,0.838095892144565,"2023-10-25",73,7
"Sragen","T3","trt C",302,111.004854435157,-7.42113647192043,2023-08-12,2023-08-16,2023-08-17,7,2023-10-25,6,10,69,70,74,0.6,"trt C","Sragen",2.30258509299405,0.838095892144565,"2023-10-25",73,6
"Sragen","T3","trt C",303,111.004074435157,-7.42052847192043,2023-08-12,2023-08-16,2023-08-17,7,2023-10-25,12,10,69,70,74,1.2,"trt C","Sragen",2.30258509299405,0.838095892144565,"2023-10-25",73,12
"Sragen","T3","trt C",304,111.003413435157,-7.42118447192043,2023-08-12,2023-08-16,2023-08-17,7,2023-10-25,4,10,69,70,74,0.4,"trt C","Sragen",2.30258509299405,0.838095892144565,"2023-10-25",73,4
"Sragen","T6","CGP",601,110.997221435157,-7.42177847192043,2023-08-12,2023-08-15,2023-08-17,7,2023-10-24,7,10,68,70,73,0.7,"CGP","Sragen",2.30258509299405,0.799301609205338,"2023-10-24",72,20
"Sragen","T6","CGP",602,110.998138435157,-7.42163447192043,2023-08-12,2023-08-15,2023-08-17,7,2023-10-24,47,10,68,70,73,4.7,"CGP","Sragen",2.30258509299405,0.799301609205338,"2023-10-24",72,50
"Sragen","T6","CGP",603,110.997988435157,-7.42073147192043,2023-08-12,2023-08-15,2023-08-17,7,2023-10-24,26,10,68,70,73,2.6,"CGP","Sragen",2.30258509299405,0.799301609205338,"2023-10-24",72,30
"Sragen","T6","CGP",604,110.997038435157,-7.42096447192043,2023-08-12,2023-08-15,2023-08-17,7,2023-10-24,28,10,68,70,73,2.8,"CGP","Sragen",2.30258509299405,0.799301609205338,"2023-10-24",72,31
"Gettusberg","T3","trt C",301,111.616275792978,-7.13534449599639,2023-09-09,2023-09-10,2023-09-10,7,2023-11-19,3,9,70,70,71,0.333333333333333,"trt C","Gettusberg",2.19722457733622,0.721713043326885,"2023-11-19",98,3
"Gettusberg","T3","trt C",302,111.615276792978,-7.13538849599639,2023-09-09,2023-09-10,2023-09-10,7,2023-11-19,11,9,70,70,71,1.22222222222222,"trt C","Gettusberg",2.19722457733622,0.721713043326885,"2023-11-19",98,11
"Gettusberg","T3","trt C",303,111.615357792978,-7.13642349599639,2023-09-09,2023-09-10,2023-09-10,7,2023-11-19,8,9,70,70,71,0.888888888888889,"trt C","Gettusberg",2.19722457733622,0.721713043326885,"2023-11-19",98,8
"Gettusberg","T3","trt C",304,111.616376792978,-7.13635549599639,2023-09-09,2023-09-10,2023-09-10,7,2023-11-19,18,9,70,70,71,2,"trt C","Gettusberg",2.19722457733622,0.721713043326885,"2023-11-19",98,18
"Gettusberg","T6","CGP",601,111.621265792978,-7.13535349599639,2023-09-04,NA,2023-09-08,7,2023-11-17,72,9,70,NA,74,8,"CGP","Gettusberg",2.19722457733622,0.838095892144565,"2023-11-17",96,77
"Gettusberg","T6","CGP",602,111.620317792978,-7.13534149599639,2023-09-04,NA,2023-09-08,7,2023-11-17,53,9,70,NA,74,5.88888888888889,"CGP","Gettusberg",2.19722457733622,0.838095892144565,"2023-11-17",96,53
"Gettusberg","T6","CGP",603,111.621352792978,-7.13621249599639,2023-09-04,NA,2023-09-08,7,2023-11-17,29,9,70,NA,74,3.22222222222222,"CGP","Gettusberg",2.19722457733622,0.838095892144565,"2023-11-17",96,33
"Gettusberg","T6","CGP",604,111.620353792978,-7.13627949599639,2023-09-04,NA,2023-09-08,7,2023-11-17,41,9,70,NA,74,4.55555555555556,"CGP","Gettusberg",2.19722457733622,0.838095892144565,"2023-11-17",96,51
"Kurtis","T3","trt C",301,107.164695417744,-6.18564415449607,2023-08-10,2023-08-11,2023-08-11,7,2023-10-20,0,10,70,70,71,0,"trt C","Kurtis",2.30258509299405,0.721713043326885,"2023-10-20",68,0
"Kurtis","T3","trt C",302,107.165389417744,-6.18570215449607,2023-08-10,2023-08-11,2023-08-11,7,2023-10-20,1,10,70,70,71,0.1,"trt C","Kurtis",2.30258509299405,0.721713043326885,"2023-10-20",68,1
"Kurtis","T3","trt C",303,107.165283417744,-6.18642315449607,2023-08-10,2023-08-11,2023-08-11,7,2023-10-20,1,10,70,70,71,0.1,"trt C","Kurtis",2.30258509299405,0.721713043326885,"2023-10-20",68,1
"Kurtis","T3","trt C",304,107.164598417744,-6.18634715449607,2023-08-10,2023-08-11,2023-08-11,7,2023-10-20,0,10,70,70,71,0,"trt C","Kurtis",2.30258509299405,0.721713043326885,"2023-10-20",68,0
"Kurtis","T6","CGP",601,107.169451417744,-6.17867115449607,2023-08-10,2023-08-11,2023-08-11,7,2023-10-20,32,10,70,70,71,3.2,"CGP","Kurtis",2.30258509299405,0.721713043326885,"2023-10-20",68,34
"Kurtis","T6","CGP",602,107.170386417744,-6.17889715449607,2023-08-10,2023-08-11,2023-08-11,7,2023-10-20,24,10,70,70,71,2.4,"CGP","Kurtis",2.30258509299405,0.721713043326885,"2023-10-20",68,24
"Kurtis","T6","CGP",603,107.170153417744,-6.17981415449607,2023-08-10,2023-08-11,2023-08-11,7,2023-10-20,23,10,70,70,71,2.3,"CGP","Kurtis",2.30258509299405,0.721713043326885,"2023-10-20",68,24
"Kurtis","T6","CGP",604,107.169288417744,-6.17965015449607,2023-08-10,2023-08-11,2023-08-11,7,2023-10-20,28,10,70,70,71,2.8,"CGP","Kurtis",2.30258509299405,0.721713043326885,"2023-10-20",68,38
"Karawang","T3","trt C",301,107.385397160511,-6.18089581689712,2023-09-04,2023-09-05,2023-09-05,7,2023-11-14,3,10,70,70,71,0.3,"trt C","Karawang",2.30258509299405,0.721713043326885,"2023-11-14",93,3
"Karawang","T3","trt C",302,107.385603160511,-6.17992281689712,2023-09-03,2023-09-05,2023-09-05,7,2023-11-14,13,10,70,70,72,1.3,"trt C","Karawang",2.30258509299405,0.760507326266111,"2023-11-14",93,13
"Karawang","T3","trt C",303,107.386614160511,-6.18025381689712,2023-09-03,2023-09-05,2023-09-05,7,2023-11-14,6,10,70,70,72,0.6,"trt C","Karawang",2.30258509299405,0.760507326266111,"2023-11-14",93,6
"Karawang","T3","trt C",304,107.386382160511,-6.18117081689712,2023-09-04,2023-09-05,2023-09-05,7,2023-11-14,13,10,70,70,71,1.3,"trt C","Karawang",2.30258509299405,0.721713043326885,"2023-11-14",93,13
"Karawang","T6","CGP",601,107.388934160511,-6.18197981689712,2023-09-02,2023-09-05,2023-09-05,7,2023-11-14,74,10,70,70,73,7.4,"CGP","Karawang",2.30258509299405,0.799301609205338,"2023-11-14",93,78
"Karawang","T6","CGP",602,107.389160160511,-6.18110981689712,2023-09-03,2023-09-05,2023-09-05,7,2023-11-14,21,10,70,70,72,2.1,"CGP","Karawang",2.30258509299405,0.760507326266111,"2023-11-14",93,21
"Karawang","T6","CGP",603,107.389989160511,-6.18132781689712,2023-09-02,2023-09-05,2023-09-05,7,2023-11-14,74,10,70,70,73,7.4,"CGP","Karawang",2.30258509299405,0.799301609205338,"2023-11-14",93,75
"Karawang","T6","CGP",604,107.389738160511,-6.18222481689712,2023-09-03,2023-09-05,2023-09-05,7,2023-11-14,68,10,70,70,72,6.8,"CGP","Karawang",2.30258509299405,0.760507326266111,"2023-11-14",93,68
"Jerberg","T3","trt C",301,111.602790990648,-7.23363413322164,2023-08-06,2023-08-13,2023-08-13,8,2023-10-31,3,9,79,79,86,0.333333333333333,"trt C","Jerberg",2.19722457733622,1.30362728741529,"2023-10-31",79,3
"Jerberg","T3","trt C",302,111.601875990648,-7.23329013322164,2023-08-06,2023-08-13,2023-08-13,8,2023-10-31,4,9,79,79,86,0.444444444444444,"trt C","Jerberg",2.19722457733622,1.30362728741529,"2023-10-31",79,4
"Jerberg","T3","trt C",303,111.601596990648,-7.23420813322164,2023-08-06,2023-08-13,2023-08-13,8,2023-10-31,3,9,79,79,86,0.333333333333333,"trt C","Jerberg",2.19722457733622,1.30362728741529,"2023-10-31",79,3
"Jerberg","T3","trt C",304,111.602450990648,-7.23449113322164,2023-08-06,2023-08-13,2023-08-13,8,2023-10-31,39,9,79,79,86,4.33333333333333,"trt C","Jerberg",2.19722457733622,1.30362728741529,"2023-10-31",79,39
"Jerberg","T6","CGP",601,111.602220990648,-7.24248113322164,2023-08-09,NA,2023-08-15,8,2023-11-03,8,10,80,NA,86,0.8,"CGP","Jerberg",2.30258509299405,1.30362728741529,"2023-11-03",82,8
"Jerberg","T6","CGP",602,111.601314990648,-7.24241313322164,2023-08-09,NA,2023-08-15,8,2023-11-03,10,10,80,NA,86,1,"CGP","Jerberg",2.30258509299405,1.30362728741529,"2023-11-03",82,14
"Jerberg","T6","CGP",603,111.601222990648,-7.24325113322164,2023-08-09,NA,2023-08-15,8,2023-11-03,24,10,80,NA,86,2.4,"CGP","Jerberg",2.30258509299405,1.30362728741529,"2023-11-03",82,54
"Jerberg","T6","CGP",604,111.602068990648,-7.24331513322164,2023-08-09,NA,2023-08-15,8,2023-11-03,22,10,80,NA,86,2.2,"CGP","Jerberg",2.30258509299405,1.30362728741529,"2023-11-03",82,30
"Sragen","T3","trt C",301,111.004190435157,-7.42176747192043,2023-08-12,2023-08-16,2023-08-17,8,2023-11-04,5,10,79,80,84,0.5,"trt C","Sragen",2.30258509299405,1.22603872153683,"2023-11-04",83,5
"Sragen","T3","trt C",302,111.004854435157,-7.42113647192043,2023-08-12,2023-08-16,2023-08-17,8,2023-11-04,2,10,79,80,84,0.2,"trt C","Sragen",2.30258509299405,1.22603872153683,"2023-11-04",83,2
"Sragen","T3","trt C",303,111.004074435157,-7.42052847192043,2023-08-12,2023-08-16,2023-08-17,8,2023-11-04,5,10,79,80,84,0.5,"trt C","Sragen",2.30258509299405,1.22603872153683,"2023-11-04",83,6
"Sragen","T3","trt C",304,111.003413435157,-7.42118447192043,2023-08-12,2023-08-16,2023-08-17,8,2023-11-04,0,10,79,80,84,0,"trt C","Sragen",2.30258509299405,1.22603872153683,"2023-11-04",83,0
"Sragen","T6","CGP",601,110.997221435157,-7.42177847192043,2023-08-12,2023-08-15,2023-08-17,8,2023-11-04,19,11,79,81,84,1.72727272727273,"CGP","Sragen",2.39789527279837,1.22603872153683,"2023-11-04",83,27
"Sragen","T6","CGP",602,110.998138435157,-7.42163447192043,2023-08-12,2023-08-15,2023-08-17,8,2023-11-04,18,11,79,81,84,1.63636363636364,"CGP","Sragen",2.39789527279837,1.22603872153683,"2023-11-04",83,20
"Sragen","T6","CGP",603,110.997988435157,-7.42073147192043,2023-08-12,2023-08-15,2023-08-17,8,2023-11-04,36,11,79,81,84,3.27272727272727,"CGP","Sragen",2.39789527279837,1.22603872153683,"2023-11-04",83,36
"Sragen","T6","CGP",604,110.997038435157,-7.42096447192043,2023-08-12,2023-08-15,2023-08-17,8,2023-11-04,12,11,79,81,84,1.09090909090909,"CGP","Sragen",2.39789527279837,1.22603872153683,"2023-11-04",83,16
"Kurtis","T3","trt C",301,107.164695417744,-6.18564415449607,2023-08-10,2023-08-11,2023-08-11,8,2023-10-30,11,10,80,80,81,1.1,"trt C","Kurtis",2.30258509299405,1.10965587271915,"2023-10-30",78,11
"Kurtis","T3","trt C",302,107.165389417744,-6.18570215449607,2023-08-10,2023-08-11,2023-08-11,8,2023-10-30,6,10,80,80,81,0.6,"trt C","Kurtis",2.30258509299405,1.10965587271915,"2023-10-30",78,6
"Kurtis","T3","trt C",303,107.165283417744,-6.18642315449607,2023-08-10,2023-08-11,2023-08-11,8,2023-10-30,2,10,80,80,81,0.2,"trt C","Kurtis",2.30258509299405,1.10965587271915,"2023-10-30",78,2
"Kurtis","T3","trt C",304,107.164598417744,-6.18634715449607,2023-08-10,2023-08-11,2023-08-11,8,2023-10-30,0,10,80,80,81,0,"trt C","Kurtis",2.30258509299405,1.10965587271915,"2023-10-30",78,0
"Kurtis","T6","CGP",601,107.169451417744,-6.17867115449607,2023-08-10,2023-08-11,2023-08-11,8,2023-10-30,41,10,80,80,81,4.1,"CGP","Kurtis",2.30258509299405,1.10965587271915,"2023-10-30",78,44
"Kurtis","T6","CGP",602,107.170386417744,-6.17889715449607,2023-08-10,2023-08-11,2023-08-11,8,2023-10-30,35,10,80,80,81,3.5,"CGP","Kurtis",2.30258509299405,1.10965587271915,"2023-10-30",78,48
"Kurtis","T6","CGP",603,107.170153417744,-6.17981415449607,2023-08-10,2023-08-11,2023-08-11,8,2023-10-30,32,10,80,80,81,3.2,"CGP","Kurtis",2.30258509299405,1.10965587271915,"2023-10-30",78,35
"Kurtis","T6","CGP",604,107.169288417744,-6.17965015449607,2023-08-10,2023-08-11,2023-08-11,8,2023-10-30,28,10,80,80,81,2.8,"CGP","Kurtis",2.30258509299405,1.10965587271915,"2023-10-30",78,31
"Karawang","T3","trt C",301,107.385397160511,-6.18089581689712,2023-09-04,2023-09-05,2023-09-05,8,2023-11-24,12,10,80,80,81,1.2,"trt C","Karawang",2.30258509299405,1.10965587271915,"2023-11-24",103,12
"Karawang","T3","trt C",302,107.385603160511,-6.17992281689712,2023-09-03,2023-09-05,2023-09-05,8,2023-11-24,3,10,80,80,82,0.3,"trt C","Karawang",2.30258509299405,1.14845015565838,"2023-11-24",103,3
"Karawang","T3","trt C",303,107.386614160511,-6.18025381689712,2023-09-03,2023-09-05,2023-09-05,8,2023-11-24,4,10,80,80,82,0.4,"trt C","Karawang",2.30258509299405,1.14845015565838,"2023-11-24",103,4
"Karawang","T3","trt C",304,107.386382160511,-6.18117081689712,2023-09-04,2023-09-05,2023-09-05,8,2023-11-24,2,10,80,80,81,0.2,"trt C","Karawang",2.30258509299405,1.10965587271915,"2023-11-24",103,2
"Karawang","T6","CGP",601,107.388934160511,-6.18197981689712,2023-09-02,2023-09-05,2023-09-05,8,2023-11-24,1,10,80,80,83,0.1,"CGP","Karawang",2.30258509299405,1.18724443859761,"2023-11-24",103,6
"Karawang","T6","CGP",602,107.389160160511,-6.18110981689712,2023-09-03,2023-09-05,2023-09-05,8,2023-11-24,10,10,80,80,82,1,"CGP","Karawang",2.30258509299405,1.14845015565838,"2023-11-24",103,13
"Karawang","T6","CGP",603,107.389989160511,-6.18132781689712,2023-09-02,2023-09-05,2023-09-05,8,2023-11-24,13,10,80,80,83,1.3,"CGP","Karawang",2.30258509299405,1.18724443859761,"2023-11-24",103,16
"Karawang","T6","CGP",604,107.389738160511,-6.18222481689712,2023-09-03,2023-09-05,2023-09-05,8,2023-11-24,34,10,80,80,82,3.4,"CGP","Karawang",2.30258509299405,1.14845015565838,"2023-11-24",103,35
"Sragen","T3","trt C",301,111.004190435157,-7.42176747192043,2023-08-12,2023-08-16,2023-08-17,9,2023-11-14,0,10,89,90,94,0,"trt C","Sragen",2.30258509299405,1.6139815509291,"2023-11-14",93,1
"Sragen","T3","trt C",302,111.004854435157,-7.42113647192043,2023-08-12,2023-08-16,2023-08-17,9,2023-11-14,0,10,89,90,94,0,"trt C","Sragen",2.30258509299405,1.6139815509291,"2023-11-14",93,0
"Sragen","T3","trt C",303,111.004074435157,-7.42052847192043,2023-08-12,2023-08-16,2023-08-17,9,2023-11-14,1,10,89,90,94,0.1,"trt C","Sragen",2.30258509299405,1.6139815509291,"2023-11-14",93,1
"Sragen","T3","trt C",304,111.003413435157,-7.42118447192043,2023-08-12,2023-08-16,2023-08-17,9,2023-11-14,0,10,89,90,94,0,"trt C","Sragen",2.30258509299405,1.6139815509291,"2023-11-14",93,0
"Sragen","T6","CGP",601,110.997221435157,-7.42177847192043,2023-08-12,2023-08-15,2023-08-17,9,2023-11-14,1,10,89,91,94,0.1,"CGP","Sragen",2.30258509299405,1.6139815509291,"2023-11-14",93,1
"Sragen","T6","CGP",602,110.998138435157,-7.42163447192043,2023-08-12,2023-08-15,2023-08-17,9,2023-11-14,11,10,89,91,94,1.1,"CGP","Sragen",2.30258509299405,1.6139815509291,"2023-11-14",93,17
"Sragen","T6","CGP",603,110.997988435157,-7.42073147192043,2023-08-12,2023-08-15,2023-08-17,9,2023-11-14,4,10,89,91,94,0.4,"CGP","Sragen",2.30258509299405,1.6139815509291,"2023-11-14",93,6
"Sragen","T6","CGP",604,110.997038435157,-7.42096447192043,2023-08-12,2023-08-15,2023-08-17,9,2023-11-14,6,10,89,91,94,0.6,"CGP","Sragen",2.30258509299405,1.6139815509291,"2023-11-14",93,13
"Sragen","T3","trt C",301,111.004190435157,-7.42176747192043,2023-08-12,2023-08-16,2023-08-17,10,2023-11-24,11,10,99,100,104,1.1,"trt C","Sragen",2.30258509299405,2.00192438032137,"2023-11-24",103,11
"Sragen","T3","trt C",302,111.004854435157,-7.42113647192043,2023-08-12,2023-08-16,2023-08-17,10,2023-11-24,5,10,99,100,104,0.5,"trt C","Sragen",2.30258509299405,2.00192438032137,"2023-11-24",103,5
"Sragen","T3","trt C",303,111.004074435157,-7.42052847192043,2023-08-12,2023-08-16,2023-08-17,10,2023-11-24,1,10,99,100,104,0.1,"trt C","Sragen",2.30258509299405,2.00192438032137,"2023-11-24",103,1
"Sragen","T3","trt C",304,111.003413435157,-7.42118447192043,2023-08-12,2023-08-16,2023-08-17,10,2023-11-24,20,10,99,100,104,2,"trt C","Sragen",2.30258509299405,2.00192438032137,"2023-11-24",103,20
"Sragen","T6","CGP",601,110.997221435157,-7.42177847192043,2023-08-12,2023-08-15,2023-08-17,10,2023-11-24,16,10,99,101,104,1.6,"CGP","Sragen",2.30258509299405,2.00192438032137,"2023-11-24",103,21
"Sragen","T6","CGP",602,110.998138435157,-7.42163447192043,2023-08-12,2023-08-15,2023-08-17,10,2023-11-24,18,10,99,101,104,1.8,"CGP","Sragen",2.30258509299405,2.00192438032137,"2023-11-24",103,22
"Sragen","T6","CGP",603,110.997988435157,-7.42073147192043,2023-08-12,2023-08-15,2023-08-17,10,2023-11-24,21,10,99,101,104,2.1,"CGP","Sragen",2.30258509299405,2.00192438032137,"2023-11-24",103,33
"Sragen","T6","CGP",604,110.997038435157,-7.42096447192043,2023-08-12,2023-08-15,2023-08-17,10,2023-11-24,5,10,99,101,104,0.5,"CGP","Sragen",2.30258509299405,2.00192438032137,"2023-11-24",103,7
"Rajnandgaon","T3","trt C",301,80.8212941264725,21.0383757146132,2023-07-24,2023-08-06,2023-08-06,1,2023-08-16,0,10,10,10,23,0,"trt C","Rajnandgaon",2.30258509299405,-1.140412537756,"2023-08-16",3,0
"Rajnandgaon","T3","trt C",302,80.8203211264725,21.0383617146132,2023-07-24,2023-08-06,2023-08-06,1,2023-08-16,0,10,10,10,23,0,"trt C","Rajnandgaon",2.30258509299405,-1.140412537756,"2023-08-16",3,0
"Rajnandgaon","T3","trt C",303,80.8203211264725,21.0375137146132,2023-07-24,2023-08-06,2023-08-06,1,2023-08-16,0,10,10,10,23,0,"trt C","Rajnandgaon",2.30258509299405,-1.140412537756,"2023-08-16",3,0
"Rajnandgaon","T3","trt C",304,80.8212941264725,21.0375637146132,2023-07-24,2023-08-06,2023-08-06,1,2023-08-16,0,10,10,10,23,0,"trt C","Rajnandgaon",2.30258509299405,-1.140412537756,"2023-08-16",3,0
"Rajnandgaon","T6","CGP",601,80.8107381264725,21.0319317146132,2023-07-27,NA,2023-08-06,1,2023-08-16,0,10,10,NA,20,0,"CGP","Rajnandgaon",2.30258509299405,-1.25679538657368,"2023-08-16",3,6
"Rajnandgaon","T6","CGP",602,80.8097081264725,21.0320317146132,2023-07-27,NA,2023-08-06,1,2023-08-16,0,10,10,NA,20,0,"CGP","Rajnandgaon",2.30258509299405,-1.25679538657368,"2023-08-16",3,4
"Rajnandgaon","T6","CGP",603,80.8094421264725,21.0311737146132,2023-07-27,NA,2023-08-06,1,2023-08-16,0,10,10,NA,20,0,"CGP","Rajnandgaon",2.30258509299405,-1.25679538657368,"2023-08-16",3,13
"Rajnandgaon","T6","CGP",604,80.8105981264725,21.0310837146132,2023-07-27,NA,2023-08-06,1,2023-08-16,0,10,10,NA,20,0,"CGP","Rajnandgaon",2.30258509299405,-1.25679538657368,"2023-08-16",3,6
"US Nagar","T3","trt C",301,79.452721867125,28.873280869784,2023-08-01,2023-08-04,2023-08-04,1,2023-08-14,0,10,10,10,13,0,"trt C","US Nagar",2.30258509299405,-1.52835536714827,"2023-08-14",1,0
"US Nagar","T3","trt C",302,79.451724867125,28.873684869784,2023-08-01,2023-08-04,2023-08-04,1,2023-08-14,0,10,10,10,13,0,"trt C","US Nagar",2.30258509299405,-1.52835536714827,"2023-08-14",1,0
"US Nagar","T3","trt C",303,79.451338867125,28.872853869784,2023-08-01,2023-08-04,2023-08-04,1,2023-08-14,0,10,10,10,13,0,"trt C","US Nagar",2.30258509299405,-1.52835536714827,"2023-08-14",1,0
"US Nagar","T3","trt C",304,79.452261867125,28.872411869784,2023-08-01,2023-08-04,2023-08-04,1,2023-08-14,0,10,10,10,13,0,"trt C","US Nagar",2.30258509299405,-1.52835536714827,"2023-08-14",1,0
"US Nagar","T6","CGP",601,79.456439867125,28.876068869784,2023-08-02,NA,2023-08-04,1,2023-08-14,0,10,10,NA,12,0,"CGP","US Nagar",2.30258509299405,-1.56714965008749,"2023-08-14",1,0
"US Nagar","T6","CGP",602,79.455479867125,28.876378869784,2023-08-02,NA,2023-08-04,1,2023-08-14,0,10,10,NA,12,0,"CGP","US Nagar",2.30258509299405,-1.56714965008749,"2023-08-14",1,0
"US Nagar","T6","CGP",603,79.455051867125,28.875568869784,2023-08-02,NA,2023-08-04,1,2023-08-14,0,10,10,NA,12,0,"CGP","US Nagar",2.30258509299405,-1.56714965008749,"2023-08-14",1,2
"US Nagar","T6","CGP",604,79.456047867125,28.875274869784,2023-08-02,NA,2023-08-04,1,2023-08-14,0,10,10,NA,12,0,"CGP","US Nagar",2.30258509299405,-1.56714965008749,"2023-08-14",1,0
"Suryapet","T3","trt C",301,79.6566922759329,16.7917814585531,2023-08-22,2023-08-26,2023-08-26,1,2023-09-05,1,10,10,10,14,0.1,"trt C","Suryapet",2.30258509299405,-1.48956108420904,"2023-09-05",23,1
"Suryapet","T3","trt C",302,79.6559132759329,16.7920244585531,2023-08-22,2023-08-26,2023-08-26,1,2023-09-05,0,10,10,10,14,0,"trt C","Suryapet",2.30258509299405,-1.48956108420904,"2023-09-05",23,0
"Suryapet","T3","trt C",303,79.6555882759329,16.7911034585531,2023-08-22,2023-08-26,2023-08-26,1,2023-09-05,0,10,10,10,14,0,"trt C","Suryapet",2.30258509299405,-1.48956108420904,"2023-09-05",23,0
"Suryapet","T3","trt C",304,79.6564232759329,16.7908374585531,2023-08-22,2023-08-26,2023-08-26,1,2023-09-05,0,10,10,10,14,0,"trt C","Suryapet",2.30258509299405,-1.48956108420904,"2023-09-05",23,0
"Suryapet","T6","CGP",601,79.6488782759329,16.7785404585531,2023-08-24,NA,2023-08-26,1,2023-09-05,4,10,10,NA,12,0.4,"CGP","Suryapet",2.30258509299405,-1.56714965008749,"2023-09-05",23,14
"Suryapet","T6","CGP",602,79.6482682759329,16.7792304585531,2023-08-24,NA,2023-08-26,1,2023-09-05,2,10,10,NA,12,0.2,"CGP","Suryapet",2.30258509299405,-1.56714965008749,"2023-09-05",23,3
"Suryapet","T6","CGP",603,79.6477852759329,16.7785184585531,2023-08-24,NA,2023-08-26,1,2023-09-05,5,10,10,NA,12,0.5,"CGP","Suryapet",2.30258509299405,-1.56714965008749,"2023-09-05",23,7
"Suryapet","T6","CGP",604,79.6485022759329,16.7778944585531,2023-08-24,NA,2023-08-26,1,2023-09-05,4,10,10,NA,12,0.4,"CGP","Suryapet",2.30258509299405,-1.56714965008749,"2023-09-05",23,6
"Miryalaguda","T3","trt C",301,79.6067559248815,16.9563524845438,2023-08-26,2023-08-31,2023-08-31,1,2023-09-10,3,10,10,10,15,0.3,"trt C","Miryalaguda",2.30258509299405,-1.45076680126981,"2023-09-10",28,3
"Miryalaguda","T3","trt C",302,79.6058219248815,16.9566354845438,2023-08-26,2023-08-31,2023-08-31,1,2023-09-10,0,10,10,10,15,0,"trt C","Miryalaguda",2.30258509299405,-1.45076680126981,"2023-09-10",28,0
"Miryalaguda","T3","trt C",303,79.6054889248815,16.9557184845438,2023-08-26,2023-08-31,2023-08-31,1,2023-09-10,0,10,10,10,15,0,"trt C","Miryalaguda",2.30258509299405,-1.45076680126981,"2023-09-10",28,0
"Miryalaguda","T3","trt C",304,79.6064559248815,16.9554354845438,2023-08-26,2023-08-31,2023-08-31,1,2023-09-10,1,10,10,10,15,0.1,"trt C","Miryalaguda",2.30258509299405,-1.45076680126981,"2023-09-10",28,1
"Miryalaguda","T6","CGP",601,79.6065449248815,16.9422844845438,2023-08-27,NA,2023-08-31,1,2023-09-10,0,10,10,NA,14,0,"CGP","Miryalaguda",2.30258509299405,-1.48956108420904,"2023-09-10",28,1
"Miryalaguda","T6","CGP",602,79.6054629248815,16.9425384845438,2023-08-27,NA,2023-08-31,1,2023-09-10,6,10,10,NA,14,0.6,"CGP","Miryalaguda",2.30258509299405,-1.48956108420904,"2023-09-10",28,6
"Miryalaguda","T6","CGP",603,79.6053339248815,16.9416754845438,2023-08-27,NA,2023-08-31,1,2023-09-10,1,10,10,NA,14,0.1,"CGP","Miryalaguda",2.30258509299405,-1.48956108420904,"2023-09-10",28,5
